0.58066	1.01027	-0.321953	0.541653	-1.45705	0.454877	-0.712835	-1.17983	0.153224	1.10089	0.168033	-1.86179	-3.08	-1.05155	1.09567	0.679955	1.3041	0.478197	1.13285	1.42814	0.562904	-0.422529	1.80218	-0.555839	0.32877	1.01088	-1.65857	0.7007	-1.27269	0.750513	-2.07293	1.00846	-0.744985	0.088999	0.099072	-1.23695	-0.265376	1.34519	0.422413	-0.639867	-1.66852	1.59739	0.402799	-0.554874	0.025786	-0.138168	0.221638	2.00455	0.688932	-1.19848
0.952907	0.451739	-0.302441	-0.272146	-0.334503	0.25723	-0.011823	-0.007567	-0.282878	-0.358839	-0.072345	-0.096415	-0.489133	-0.385012	0.333936	0.612706	0.560278	-0.259809	0.107625	-0.429131	-0.018723	0.163307	0.790612	0.920786	0.751713	0.105649	-0.249154	0.098373	0.553836	-0.449733	-0.228063	0.401094	0.270698	-0.143633	-0.053328	-0.710142	-0.062376	0.053934	-0.318046	0.117838	-0.124759	-0.301818	-0.227772	-0.522145	0.187431	-0.477012	-0.056356	-0.462936	0.054062	-0.03603
-0.385092	-0.749835	-0.486098	0.254605	0.076122	0.855614	-0.034858	-0.571663	0.040074	0.520561	-0.974193	-0.550815	-1.24207	0.658217	-0.060229	-0.103195	0.540844	1.07674	-0.286522	0.302106	-0.060408	-0.336162	0.391515	0.042101	0.656299	-0.254138	-0.625921	2.17844	-0.352638	-0.367362	-0.713997	-0.154826	-0.266456	0.294744	0.012153	0.710194	-0.509982	-0.709919	-0.831942	-1.31753	-1.06583	0.120909	0.19856	-1.20693	0.63104	0.09236	-0.175763	0.779756	-0.028673	0.678615
1.01442	0.90029	-1.72584	0.547188	-0.73561	-0.021676	0.556013	-0.849023	-1.19697	-0.555558	0.17058	-0.661754	-0.453836	-0.719253	-0.072786	0.176986	0.155805	0.550214	0.201053	-1.34823	-1.31503	0.505271	0.004377	-0.135082	2.14115	0.370035	-0.061408	-0.323145	-0.074646	-0.441253	-0.638767	0.528653	0.140002	0.913201	0.677921	0.516319	-0.428623	-0.967745	-0.688812	-0.692895	-1.11252	-0.402582	-1.09974	-0.550001	0.366316	-0.359802	0.621119	-0.442306	0.283851	0.518117
0.469852	-0.002796	0.190526	-0.224004	-0.218425	0.263135	-0.138226	-0.404046	0.351184	0.417618	-0.090843	-0.729264	-1.1661	-0.092114	0.345938	0.222667	0.4664	0.42426	-0.390575	-0.240041	-0.133998	-0.319712	0.356393	0.172024	0.668251	0.287074	-0.256484	0.07821	-0.566915	-0.590721	-0.42141	-0.126924	-0.021358	0.4346	0.014276	0.314243	0.473015	-0.260876	-0.271352	-0.56663	-0.147921	0.318607	-0.031955	0.11008	-0.016588	-0.118331	-0.160166	0.678403	0.59145	0.10257
1.25471	0.441788	-0.423549	-0.616651	-0.260485	0.136633	0.102053	0.333801	0.295558	-0.37991	0.035571	-0.435772	-0.289483	0.171533	-0.320179	0.57559	0.2482	-0.628302	-0.056099	-0.378414	-0.364632	-0.229349	0.138408	0.937412	0.565574	-0.176505	0.309491	0.381011	-0.088523	-0.458133	-0.498346	0.39695	-0.283736	0.159317	-0.071283	0.12193	0.090385	-0.141212	-0.559476	-0.877543	-0.5801	-0.268214	0.029608	-1.14857	0.492129	-0.754914	0.201845	-0.618881	0.274331	0.531062
0.633664	0.765461	-0.830745	-0.435106	-1.03575	0.2326	-0.225899	0.042684	0.31395	0.187132	-0.201445	-0.066765	-0.430161	0.043955	0.031602	0.368934	-0.341797	-0.926313	0.039344	-0.198349	-0.220801	-0.047813	0.729322	0.163168	0.643803	-0.241653	0.22727	0.210857	-0.459962	-0.648277	-0.751745	-0.09454	0.254411	-0.097523	-0.11876	-0.14572	0.205183	-0.566256	-0.04378	-0.481835	-0.26131	-0.150455	-0.329708	-0.345997	-0.245272	-0.703589	-0.013078	-0.512058	0.175341	0.428632
0.721151	1.25236	0.061417	-0.864166	-0.859201	-0.308696	-0.17412	0.142851	0.423897	-0.147683	0.129677	-0.00506	0.377318	1.53069	-0.802387	0.941303	0.004297	-0.416339	0.759749	-1.14484	-0.368658	0.551809	0.224668	1.29486	0.735282	0.001715	0.679673	-0.276173	-0.548129	-0.250576	-0.831901	0.41916	0.706379	0.151133	0.110354	1.0419	-0.187435	0.669634	0.393464	-0.749367	0.153477	-0.11644	-0.392047	0.37424	-0.297355	-0.701452	-0.128998	-0.230564	0.379149	0.198346
0.437717	-0.02567	1.65681	-0.635939	0.308902	0.365419	1.93505	-0.992127	0.485785	0.050438	0.097363	-1.94602	-1.17304	1.89121	-0.276599	-0.181174	0.33161	0.954878	0.257135	-0.353134	-1.08045	0.998538	0.544242	0.599623	0.566617	0.590733	-0.11781	-1.46614	-0.852277	0.098826	-0.917527	1.34661	-0.240471	0.57935	-0.151237	0.037972	0.229496	0.774044	-0.415701	-1.15865	-0.714768	1.30934	0.14126	0.135216	0.154196	-0.282671	-0.067458	0.888099	0.460664	0.265355
0.759984	0.156446	-0.381307	-0.138981	0.942995	0.001003	-0.720546	-0.454796	-0.671924	0.556324	0.185709	-0.243848	-0.251671	0.157666	0.437622	0.132073	1.22216	0.483174	-0.226094	-1.12918	-0.909242	0.198041	-0.836785	1.77262	0.447538	0.949776	0.007225	0.640171	-0.376539	-0.475417	-0.670737	-0.08648	-0.892852	-0.210178	1.0374	0.054137	0.141906	-1.50575	-1.73874	-0.80111	-1.62981	-0.777887	0.805286	-1.68267	-0.298098	0.525316	-0.104927	-0.956452	0.863947	0.520713
