netflix
content
series
tv
film
service
disney
time
show
streaming
million
–
video
movie
market
medium
user
original
subscriber
disneyplus
platform
based
global
streaming_service
data
deal
set
news
business
share
report
stock
world
year
day
studio
people
big
production
story
launch
network
digital
india
plan
season
drama
revenue
subscription
growth
group
top
2020
price
apple
amazon
award
episode
consumer
entertainment
television
director
offer
information
analyst
customer
character
company
international
industry
agreement
point
nomination
buy
billion
000
release
work
hbo
local
title
12
feature
free
irishman
part
include
online
hollywood
start
home
device
watch
cost
system
country
item
20
audience
region
includes
actor
claim
technology
demand
account
york
comedy
high
investment
hit
11
game
brand
ceo
request
rate
star
million_subscriber
major
family
pay
hulu
offering
included
r
partnership
good
launched
percent
stream
key
50
viewer
added
access
theater
life
competition
executive
producer
firm
player
average
canada
november
30
15
long
today
dec
future
marriage_story
member
ott
99
rating
experience
investor
performance
uk
released
cut
target
europe
channel
app
ad
internet
screen
sky
streamer
mobile
amendment
research
cinema
plurality
13
project
event
tax
current
crown
partner
money
financial
14
total
live
music
0
rival
american
early
picture
hbo_max
great
amazon_prime
paid
play
special
lot
case
theatre
box
public
term
sale
provide
coming
issue
black
nov
indian
right
strategy
**
animation
animated
nickelodeon
product
provider
£
find
change
streaming_giant
run
list
love
place
action
condition
count
date
application
pay_tv
fan
actress
told
woman
making
option
office
library
result
book
team
method
hour
rise
16
produced
kid
morning
security
proposed
documentary
quality
working
oscar
tech
fox
september
period
google
limited
programming
exclusive
hastings
marvel
house
base
increase
computing
star_war
support
cable
head
chief
metric
opportunity
image
500
bank
distribution
100
give
store
language
watching
giant
war
law
17
continue
model
add
man
issuer
produce
role
portion
america
biggest
real
profit
comprising
metadata_service
facebook
wrote
post
korean
25
expected
article
holding
called
received
composer
client_device
fact
leading
nflx
lead
roku
etp_security
full
create
19
united_state
server
download
popular
right_reserved
return
statement
computer
patent
smart
management
open
method_claim
officer
competitor
program
space
operator
40
category
present
wall_street
largest
john
power
asia
view
move
read
premium
figure
operation
line
walt_disney
christmas
signed
spend
city
sign
5g
source
22
january
small
put
strong
link
18
audio
21
site
web
cloud
focus
writer
related
gain
asset
studio_dragon
latin_america
cash
paris
president
idea
success
addition
apple_tvplus
