-0.991248	-0.529832	-0.15763	0.0531876	0.168588	-0.440786	0.0256473	-0.165843	-0.222792	0.0873748	-0.432622	-0.294593	-0.467713	-0.573444	0.163666	-0.210014	0.637195	0.337687	0.0309495	0.20358	-0.170189	0.241851	0.336257	0.678614	-0.204932	-0.772948	-0.179749	-0.0206307	0.0410862	0.000934059	0.607725	0.0577673	0.210611	-0.249611	-0.212428	-0.256639	0.489468	-0.340986	-0.574216	-0.135623	-0.153779	-0.485065	0.0932098	-0.500891	0.273903	-0.0497941	-0.22832	0.14895	0.773339	0.0230293	0.0274497	-0.273476	0.479743	0.264318	0.642659	0.308511	0.0220473	0.174665	-0.343043	-0.0833385	0.569498	0.471787	-0.215047	0.45155
-0.57617	0.0821544	-0.457792	0.278799	0.181109	-0.17078	-0.00743535	0.263789	0.223875	0.310434	-0.589976	0.095573	0.172074	0.185724	0.273853	-0.252995	0.0235801	0.26563	0.526422	0.0259075	0.391227	0.333613	0.326738	-0.0104661	-0.0412879	0.136839	-0.444015	0.436167	0.0352471	-0.173039	0.0416803	0.0740021	0.280378	-0.284059	0.17782	0.134273	-0.196078	-0.128313	-0.400282	0.151421	-0.0190116	-0.590037	0.548418	0.0673207	0.326886	-0.230626	-0.0908373	-0.381747	-0.233655	-0.047035	-0.390187	-0.711731	0.232097	0.220388	-0.193682	0.0786875	-0.0543695	-0.0677246	-0.0242769	-0.205893	-0.384429	-0.203414	0.162029	0.192083
-1.03454	0.496021	-0.360163	-0.0588175	0.0760704	-0.156417	-0.757283	-0.387482	0.0946166	0.541675	-0.0343536	0.00154171	0.00208218	-0.259878	-0.148806	-0.673106	0.708259	0.163391	-0.246207	0.245851	0.602113	0.255474	0.0530281	0.462829	-0.2845	-0.0508839	-0.0823185	-0.0804201	0.014549	-0.147917	-0.274097	0.524018	0.0322872	-0.374399	0.646024	0.286943	-0.232612	0.0569746	0.257781	0.102225	-0.427594	0.00211428	1.26578	0.0245651	0.328573	-0.234692	-0.351673	0.0351201	0.361486	0.638051	-0.287393	-0.174668	0.553913	-0.11267	-0.35141	-0.233585	-0.441889	0.582326	0.0588217	-0.920315	0.0762984	-0.66973	-0.247179	-0.22055
-1.09561	0.230063	-0.392791	0.294856	-0.428501	0.0277381	-0.240312	-0.244559	-0.159762	0.220752	0.0817921	0.370992	-0.485811	0.182469	-0.235908	-0.6067	0.0228088	-0.529838	0.184798	0.0937514	-0.513382	-0.0196801	0.183211	-0.150146	-0.398533	-0.41113	0.183967	0.157937	0.651388	0.49026	0.727532	-0.610728	0.156582	-0.439758	-0.136446	0.0646247	0.313239	-0.210885	0.0859556	-0.119154	0.0615699	0.403742	0.960798	-0.395321	-0.203137	-0.221353	-0.536135	-0.6	0.0223523	-0.266431	-0.933525	-0.453373	-0.109277	0.553833	-0.0397845	0.450033	-0.167563	-0.478993	0.200427	-0.235097	-0.290106	-0.0495386	-0.186792	-0.170497
-0.201663	0.124204	-0.0720796	0.0553179	-0.0347339	-0.0210786	-0.244871	-0.184658	0.00778015	0.72252	-0.760658	-0.000431911	-0.0215231	-0.119779	0.32904	-0.368063	0.483455	-0.283958	0.119089	-0.168285	-0.146288	0.411501	-0.110194	0.234204	0.0555163	-0.165411	-0.328647	0.245872	-0.0710134	-0.0875242	-0.535739	-0.0265525	-0.0953346	0.366487	0.16758	0.370488	0.0548782	0.133682	-0.0268017	4.39752e-05	-0.14167	0.0462733	0.610243	0.0125188	0.228	-0.0818365	-0.270581	-0.211226	0.13911	0.374412	-0.303682	-0.369214	0.14483	0.0869212	0.0190596	-0.240343	0.0334169	0.162833	-0.136038	-0.00579697	0.0750659	-0.317729	0.455718	0.378398
-0.516865	0.219543	-0.349412	-0.271155	0.168619	-0.338235	-0.322046	0.0946115	0.0430498	0.352756	-0.346615	-0.121448	-0.551522	-0.160288	0.541893	-0.28603	0.298238	0.0475624	-0.182812	0.0124806	0.27169	0.317804	0.244355	0.616248	-0.45144	-0.0238485	-0.346376	0.170692	0.225613	0.200891	0.407137	0.308307	0.603334	-0.419712	0.262037	-0.219404	-0.0135217	-0.162615	-0.285277	-0.129572	-0.385233	-0.470787	-0.206736	-0.251136	0.294517	0.00385916	0.524764	-0.489627	0.104168	0.700071	-0.167278	-0.13736	-0.0301332	0.492958	0.0372909	0.129922	0.534964	-0.252385	-0.719291	-0.00922849	0.193743	0.25579	0.0660898	0.276359
-0.492548	0.159184	-0.429717	0.181892	0.171486	-0.189806	0.26169	-0.161059	-0.466532	0.502207	-0.88587	-0.115645	-0.383933	-0.584001	0.0548561	-0.307541	0.00444623	0.182409	0.309348	0.0303034	-0.00932257	0.320589	0.494382	0.439236	0.256127	-0.171001	-0.0797221	-0.34167	-0.069907	-0.060035	0.720136	-0.17492	0.328606	0.118761	0.414584	0.571826	-0.0951275	-0.214935	-0.521036	-0.365696	0.198946	-0.455269	-0.0365991	-0.496455	0.06394	-0.019674	-0.425003	-0.210221	0.336995	0.269116	0.222303	-0.416234	0.146801	0.510144	0.116609	0.226696	0.0279438	-0.327385	-0.0199886	-0.382789	0.258036	-0.0119684	-0.607519	0.198832
-0.365446	0.326379	-0.552778	0.163471	0.163601	-0.0709157	0.35826	-0.279748	-0.452368	0.565728	-0.38595	0.128028	-0.144862	-0.210202	0.0571162	-0.922298	0.0586674	-0.0728006	0.0611744	0.489908	0.119649	-0.238621	0.243552	0.33414	0.0919657	-0.267255	-0.377147	-0.0121991	-0.103835	-0.0496314	0.275879	0.103046	0.123548	0.0770234	-0.0254285	0.635665	0.292131	-0.2031	-0.188704	-0.183378	0.469797	-0.738176	0.0851607	-0.423899	0.305422	-0.221374	-0.563968	-0.017934	0.333923	0.261383	-0.22799	-0.174336	0.00471485	0.69592	-0.145751	0.00208071	0.120079	-0.199822	-0.205539	0.0319133	0.248218	0.0840177	0.284813	0.162184
-0.503275	0.454498	-0.0493227	0.44406	-0.326943	0.339555	-0.453287	-0.0236501	-0.012225	0.846227	-0.709448	0.642738	-0.389374	-0.0163311	0.490488	-0.716741	0.132507	-0.0791555	0.251897	-0.0491629	0.466981	-0.0702503	0.3042	0.510301	-0.915471	-0.172189	-0.2281	0.0828959	0.290078	0.156532	0.0658427	0.29257	-0.153815	0.416908	-0.348471	0.146839	-0.000882193	-0.492499	0.168492	0.161826	-0.290731	-0.0542477	0.445287	-0.238598	-0.389342	0.515761	0.467734	0.633328	0.14642	0.392639	0.124613	0.414	0.150903	0.450871	-0.327867	0.142012	0.0706537	0.046795	0.14204	0.124009	-0.168285	-0.249373	-0.248147	-0.18111
-0.99382	0.11894	-0.111938	0.347168	0.776937	-0.164807	-0.0086977	-0.210776	-0.17592	-0.044982	-0.294059	-0.0473397	0.240365	-0.143141	0.0284259	-0.396531	0.700085	0.487818	0.230291	-0.0657037	0.0327443	0.689053	0.0242087	0.188642	0.346798	-0.181884	-0.138843	-0.145246	-0.283154	-0.016572	0.000975582	0.0440476	0.145705	0.636	0.147149	0.094634	0.235167	-0.766198	-0.628807	0.110546	-0.528156	-0.507379	0.048672	-0.018332	0.23692	0.311291	-0.0607603	0.103132	0.504415	0.481594	-0.221861	-0.453438	0.375543	-0.0827198	-0.0657807	-0.0991536	-0.0432288	-0.400613	0.120696	0.109544	0.281516	0.0135858	-0.438496	0.0163336
